Datetime,Close,High,Low,Open,Volume
04-06-2025,202.2046814,205.6143038,201.4868646,202.2944047,43604000
05-06-2025,200.0213318,204.1288276,199.5427771,202.8826199,55126100
06-06-2025,203.3013306,205.0759291,201.4370088,202.3841236,46607700
09-06-2025,200.8388367,205.3750359,199.4131823,203.7699197,72862600
10-06-2025,202.0551147,203.7300257,199.9614951,199.9914029,54672600
11-06-2025,198.1769257,203.8795731,197.8080531,202.882607,60989900
12-06-2025,198.5956573,199.0741968,196.7612433,198.4760263,43904600
13-06-2025,195.8539886,199.762094,195.1062641,199.1240363,51447300
16-06-2025,197.8180237,198.0872088,195.963666,196.7014265,43020700
17-06-2025,195.046463,197.78812,194.6177749,196.6017278,38856200
18-06-2025,195.9835968,196.9705987,194.4781835,195.3455391,45394700
20-06-2025,200.3901978,201.088071,196.2627585,197.6385766,96813500
23-06-2025,200.8886719,201.6862478,198.3563846,201.0182823,55814300
24-06-2025,199.6923065,202.8227794,199.5926038,201.9753521,54064000
25-06-2025,200.9485016,203.0521008,200.0113509,200.8388347,39525700
26-06-2025,200.3901978,202.0252216,198.8548766,200.8188859,50799100
27-06-2025,200.4699554,202.6034624,199.3932302,201.2774956,73188600
30-06-2025,204.5475311,206.7607971,198.6554579,201.3971146,91912800
01-07-2025,207.1894989,209.5523037,205.514588,206.0429788,78788900
02-07-2025,211.7954865,212.6927499,207.5085291,208.2761972,67941800
03-07-2025,212.9021301,213.9987838,211.1674035,211.5063684,34955800
07-07-2025,209.3130341,215.5739801,208.1665291,212.0347473,50229000
08-07-2025,209.3728485,210.7885386,207.8175838,209.462587,42848900
09-07-2025,210.4994354,210.6888614,206.5913299,208.8943193,48749400
10-07-2025,211.765564,212.8323097,209.3927799,209.8713193,44443600
11-07-2025,210.5193787,211.4864371,209.2233196,209.9311723,39765800
14-07-2025,207.9870758,210.2701368,206.9103505,209.293099,38840100
15-07-2025,208.4755859,211.2471505,208.2861599,208.5852528,42296300
16-07-2025,209.5224152,211.7556097,208.0070223,209.6619898,47490500
17-07-2025,209.382843,211.1574416,208.9541396,209.9311775,48068100
18-07-2025,210.5393066,211.1474566,209.063801,210.2302496,48974600
21-07-2025,211.8353577,215.1253489,210.9879456,211.4565209,51377400
22-07-2025,213.7495422,214.2978767,211.5861275,212.4933703,46404100
23-07-2025,213.5002899,214.497256,211.7655786,214.3477172,46989300
24-07-2025,213.1114807,215.0356333,212.8821828,213.2510554,46022600
25-07-2025,213.2311096,214.5869841,212.7525549,214.0486139,40268800
28-07-2025,213.4006195,214.1981955,212.4136175,213.3806759,37858000
29-07-2025,210.6290436,214.1582971,210.1804119,213.5302035,51411700
30-07-2025,208.4157715,211.7456347,207.0898047,211.2571158,45512500
31-07-2025,206.9402771,209.2033794,206.5315173,207.8574842,80698400
01-08-2025,201.7660217,212.93204,200.8886866,210.2302549,104434500
04-08-2025,202.733078,207.2493336,201.0681311,203.8895472,75109300
05-08-2025,202.3043671,204.7170233,201.5466783,202.7829066,44155100
06-08-2025,212.6030273,214.7265701,204.9662631,205.0061503,108483100
07-08-2025,219.3624573,220.1799768,215.9229272,218.2159523,90224800
08-08-2025,228.6542053,230.2991935,218.5848406,220.160049,113854000
11-08-2025,226.747818,229.1232953,224.3324235,227.4864157,61806100
12-08-2025,229.2131042,230.3609256,226.6380259,227.5762248,55626200
13-08-2025,232.8861237,234.5529449,229.9916314,230.6304285,69878500
14-08-2025,232.3371735,234.6727183,230.4108523,233.6147373,51916300
15-08-2025,231.1494141,233.834299,228.9036945,233.5548329,56038700
18-08-2025,230.4507446,232.6764979,229.6722298,231.2592012,37476200
19-08-2025,230.1213837,232.4269867,228.9136941,230.8400152,39402600
20-08-2025,225.5800323,230.0315543,225.3404987,229.542481,42263900
21-08-2025,224.4721375,226.0890659,223.354273,225.8395415,30621200
22-08-2025,227.3267059,228.6541776,224.9811857,225.7397344,42477800
25-08-2025,226.7278595,228.8637878,225.7996208,226.0491452,30983100
26-08-2025,228.873764,229.0534295,224.2625579,226.4384034,54575100
27-08-2025,230.0515289,230.4607374,227.8257602,228.1751005,31259500
28-08-2025,232.1175842,232.9659733,228.9037086,230.3809041,38074700
29-08-2025,231.6983795,232.936026,230.9298401,232.0676708,39418400
02-09-2025,229.2829895,230.4108447,226.538221,228.8138824,44075600
03-09-2025,238.0163422,238.3956241,233.9141603,236.7587446,66427800
04-09-2025,239.3238525,239.4436194,236.2896424,237.9963808,47549400
05-09-2025,239.2340088,240.8609127,238.0362948,239.5434166,54870400
08-09-2025,237.4274597,239.6931303,235.8903809,238.8447565,48999500
09-09-2025,233.9041748,238.3257398,232.9160527,236.5491273,66313900
10-09-2025,226.358551,231.9778455,225.5201527,231.7482873,83440800
11-09-2025,229.592392,230.0115911,226.2188172,226.4483906,50208600
12-09-2025,233.6247253,234.0638755,228.5843291,228.7839456,55824200
15-09-2025,236.2496948,237.7368657,234.5828737,236.5491271,42699500
16-09-2025,237.6969452,240.7611122,235.8704399,236.7287893,63421100
17-09-2025,238.5353546,239.6432436,237.2777419,238.5153884,46508000
18-09-2025,237.4274597,240.7411358,236.1997887,239.51348,44249600
19-09-2025,245.032959,245.8314401,239.7530294,240.771078,163741300
22-09-2025,255.5928192,256.1517819,247.6479709,247.8276364,105517400
23-09-2025,253.9459686,256.8504363,253.0975948,255.3932224,60275200
24-09-2025,251.8300018,255.2534845,250.5624136,254.7344695,42303700
25-09-2025,256.3813171,256.6807647,251.2311453,252.7282916,55202100
26-09-2025,254.9740143,257.1099425,253.2972024,253.616601,46076300
29-09-2025,253.9459686,254.5148916,252.5286718,254.0757262,40127700
30-09-2025,254.1455994,255.4331386,252.6284867,254.3751576,37704300
01-10-2025,254.964035,258.2976927,254.44502,254.5548114,48713900
02-10-2025,256.6408386,257.6888289,253.6664968,256.0918667,42630200
03-10-2025,257.5291443,258.7468246,253.4668948,254.1855263,49155600
06-10-2025,256.2016907,258.577168,254.5648111,257.4992054,44664100
07-10-2025,255.9920807,256.9103134,254.9440599,256.3214395,31955800
08-10-2025,257.5690613,258.0281776,255.6227588,256.0319825,36496900
09-10-2025,253.5567017,257.5091748,252.6584199,257.3195338,38322000
10-10-2025,244.8034058,255.8922708,243.5358175,254.4550079,61999100
13-10-2025,247.188858,249.214995,245.092847,248.9055871,38142900
14-10-2025,247.298645,248.3765922,244.2344781,246.1308727,35478000
15-10-2025,248.8656464,251.3409393,246.9992088,249.0153701,33893600
16-10-2025,246.979248,248.5662196,244.6636695,247.7777292,39777000
17-10-2025,251.8100281,252.897966,246.7995893,247.5481624,49147000
20-10-2025,261.7411194,263.877063,255.1437085,255.4032084,90483000
21-10-2025,262.2701111,264.7853367,261.3318968,261.38182,46695900
22-10-2025,257.9583435,262.349967,254.9440692,262.1503353,45015300
23-10-2025,259.0861511,260.1241811,257.5191611,259.4454821,32754900
24-10-2025,262.3200073,263.6275127,258.6869176,260.6931034,38253700
27-10-2025,268.2986145,268.6080223,264.1465248,264.3760982,44888200
28-10-2025,268.4882507,269.3765722,267.6398617,268.47826,41534800
29-10-2025,269.1869202,270.8936584,266.6018207,268.7677058,51086700
30-10-2025,270.883667,273.618475,267.9692392,271.4725409,69886500
31-10-2025,269.8556519,276.7924426,268.6479622,276.4630533,86167100
03-11-2025,268.538147,270.3347409,265.7434859,269.9055663,50194600
04-11-2025,269.5262756,270.9734988,267.1108661,267.8195069,49274800
05-11-2025,269.6260986,271.1831284,266.4221834,268.0989801,43683100
06-11-2025,269.2567749,272.879874,267.380377,267.380377,51204000
07-11-2025,267.959259,271.7719991,266.262481,269.2867154,48227400
10-11-2025,269.1781311,273.4741298,267.2099714,268.7085692,41312400
11-11-2025,274.9926758,275.6520624,269.5477587,269.5577591,46208300
12-11-2025,273.2143555,275.4722525,271.4460211,274.742924,48398000
13-11-2025,272.6948547,276.4413492,271.8356428,273.8537435,49602800
14-11-2025,272.1553345,275.7020035,269.3479639,270.79659,47431300
17-11-2025,267.2099609,270.2371272,265.4815977,268.5687054,45018300
18-11-2025,267.1900024,270.4569347,265.0719891,269.7376065,45677300
19-11-2025,268.3089294,271.9555111,265.2517926,265.2817633,40424500
20-11-2025,266.0010986,275.1725095,265.6714205,270.5768036,45823600
21-11-2025,271.2361755,273.0744517,265.4216398,265.7013768,59030800
24-11-2025,275.6620789,276.7410558,270.6467521,270.6467521,65585800
25-11-2025,276.7110901,280.1179061,274.9926967,275.012667,46914200
26-11-2025,277.2905273,279.2686874,276.3714045,276.7010825,33431400
28-11-2025,278.589325,278.7391786,275.7319827,277.000815,20135600
01-12-2025,282.8353577,283.1550658,275.8818726,277.7501196,46587700
02-12-2025,285.9224548,287.1313151,282.3657854,282.7354346,53669500
03-12-2025,283.8843689,288.3501915,283.0351574,285.9324708,43538700
04-12-2025,280.4375916,284.4638228,278.3295483,283.8344069,43989100
05-12-2025,278.5193787,280.8771882,277.7900501,280.2777431,47265800
08-12-2025,277.6302185,279.4085532,275.8918245,277.8699844,38211800
09-12-2025,276.9208679,279.7682097,276.6611317,277.8999627,32193300
10-12-2025,278.5193787,279.4884731,276.1815699,277.4903428,33038300
11-12-2025,277.7700806,279.3286198,273.5540244,278.8390876,33248000
12-12-2025,278.0198669,278.9589907,276.5612403,277.6402173,39532900
15-12-2025,273.8537292,279.8880912,272.5849275,279.8880912,50409100
16-12-2025,274.3532715,275.2424541,271.5359309,272.5649668,37648600
17-12-2025,271.5858765,275.9018454,271.3860817,274.7529265,50138700
18-12-2025,271.9355469,273.3742031,266.7004552,273.3542023,51630700
19-12-2025,273.4141846,274.3433079,269.6476893,271.895586,144632000
22-12-2025,270.7166748,273.6239579,270.2571134,272.604892,36571800
23-12-2025,272.1053772,272.245261,269.3080069,270.5868091,29642000
24-12-2025,273.5540161,275.1724967,271.9455359,272.0853892,17910600
26-12-2025,273.1444092,275.1125688,272.6049055,273.9037085,21521800
29-12-2025,273.5040894,274.1035041,272.0954038,272.4350823,23715200
30-12-2025,272.824707,273.8237722,272.0254671,272.5549704,22139600
31-12-2025,271.605835,273.4241408,271.4959524,272.8047253,27293600
02-01-2026,270.7566528,277.5802543,268.7485221,272.0054843,37838100
05-01-2026,267.0101624,271.2561893,265.8912143,270.3870074,45647200
06-01-2026,262.1147156,267.2998661,261.8749497,266.7503925,52352100
07-01-2026,260.0866089,263.4334831,259.567106,262.9539514,48309800
08-01-2026,258.7978516,259.0476179,255.4609623,256.7797204,50419300
09-01-2026,259.127533,259.9667441,255.9804837,258.8377955,39997000
12-01-2026,260.0067139,261.0557201,256.5599268,258.9177365,45263800
13-01-2026,260.8059387,261.565238,258.1484523,258.4781304,45730800
14-01-2026,259.71698,261.5752571,256.4700181,259.2474181,40019400
15-01-2026,257.9685974,260.7959688,256.8096782,260.4063188,39388600
16-01-2026,255.2911224,258.6579672,254.6916772,257.658902,72142800
20-01-2026,246.4693756,254.5518092,243.1924431,252.4937374,80267500
21-01-2026,247.4184875,251.3248361,244.9507953,248.467509,54641700
22-01-2026,248.1178436,250.7653603,247.9180184,248.9670399,39708300
23-01-2026,247.8081207,249.1768504,244.4512611,247.0888078,41689000
26-01-2026,255.1712341,256.320153,249.566478,251.2449002,55969200
27-01-2026,258.0285339,261.7051167,257.9685925,258.9277169,49648300
28-01-2026,256.2002869,258.6180076,254.2720831,257.4091472,41288000
29-01-2026,258.0385437,259.4072581,254.1721665,257.7588067,67253000
30-01-2026,259.2374268,261.6551473,251.9442331,254.9314433,92443400
02-02-2026,269.7575989,270.2371307,258.9676766,259.7869174,73913400
03-02-2026,269.2280884,271.6258386,267.3598109,268.9483514,64394700
04-02-2026,276.2315063,278.6892285,272.0354511,272.0354511,90545700
05-02-2026,275.6520691,279.2387093,272.9745818,277.8699949,52977400
06-02-2026,277.8599854,280.6473856,276.6710954,276.8609202,50453400
09-02-2026,274.6199951,278.2000122,271.7000122,277.9100037,44623400
10-02-2026,273.6799927,275.3699951,272.9400024,274.8900146,34376900
11-02-2026,275.5,280.1799927,274.4500122,274.7000122,51931300
12-02-2026,261.730011,275.7200012,260.1799927,275.5899963,81077200
13-02-2026,255.7799988,262.230011,255.4499969,262.0100098,56290700
17-02-2026,263.8800049,266.2900085,255.5399933,258.0499878,58469100
18-02-2026,264.3500061,266.8200073,262.4500122,263.6000061,34129600
19-02-2026,263.3450012,264.480011,262.2900085,262.6000061,9074251
